0.266473	-0.081308	0.405750	-0.130542	-0.407074	0.904018
-0.130542	-0.407074	0.904018	0.257878	-0.874553	-0.229533
0.257878	-0.874553	-0.229533	-0.027558	-0.233207	0.528771
-0.027558	-0.233207	0.528771	-0.836965	-0.530289	-0.135216
-0.836965	-0.530289	-0.135216	-0.607170	0.047124	0.793308
-0.607170	0.047124	0.793308	-0.563566	-0.240355	0.706589
-0.563566	-0.240355	0.706589	-0.711485	-0.269374	0.649020
-0.711485	-0.269374	0.649020	-0.672636	-0.342822	0.648427
-0.672636	-0.342822	0.648427	-0.152317	-0.150262	0.725835
-0.152317	-0.150262	0.725835	0.380577	-0.172695	0.908481
0.380577	-0.172695	0.908481	0.446538	0.493246	0.719065
0.446538	0.493246	0.719065	-0.086176	-0.146643	0.723852
-0.086176	-0.146643	0.723852	-0.156253	-0.040734	0.986877
-0.156253	-0.040734	0.986877	0.344748	0.110934	-0.936798
0.344748	0.110934	-0.936798	-0.426496	-0.248082	0.685836
-0.426496	-0.248082	0.685836	-0.846695	0.338668	0.410379
-0.846695	0.338668	0.410379	0.715873	-0.429901	-0.625854
0.715873	-0.429901	-0.625854	-0.133222	0.371571	0.272171
-0.133222	0.371571	0.272171	-0.643290	0.098247	-0.759293
-0.643290	0.098247	-0.759293	-0.307010	-0.795085	0.504085
-0.307010	-0.795085	0.504085	-0.031931	-0.215546	0.714939
-0.031931	-0.215546	0.714939	0.572317	-0.344709	0.744063
0.572317	-0.344709	0.744063	-0.393466	0.272850	-0.579962
-0.393466	0.272850	-0.579962	-0.123370	0.013362	0.117949
-0.123370	0.013362	0.117949	-0.898999	-0.175123	-0.401413
-0.898999	-0.175123	-0.401413	-0.766891	0.399255	-0.502016
-0.766891	0.399255	-0.502016	0.043711	0.266609	0.241192
0.043711	0.266609	0.241192	0.058350	0.987790	0.144450
0.058350	0.987790	0.144450	-0.197453	-0.891106	-0.414659
-0.197453	-0.891106	-0.414659	-0.307893	0.166835	0.406059
-0.307893	0.166835	0.406059	-0.817621	0.572399	0.062089
-0.817621	0.572399	0.062089	0.495666	0.798343	0.419954
0.495666	0.798343	0.419954	0.068558	0.097791	0.583539
0.068558	0.097791	0.583539	-0.831950	0.523924	-0.182658
-0.831950	0.523924	-0.182658	0.381360	0.415844	0.658800
0.381360	0.415844	0.658800	-0.247377	-0.567366	0.572658
-0.247377	-0.567366	0.572658	-0.624489	-0.703513	0.339238
-0.624489	-0.703513	0.339238	0.649784	-0.531258	-0.572126
0.649784	-0.531258	-0.572126	0.104889	0.094092	0.195550
0.104889	0.094092	0.195550	0.327120	0.253585	0.910322
0.327120	0.253585	0.910322	-0.946370	-0.275315	0.194660
-0.946370	-0.275315	0.194660	-0.224890	0.254703	0.712169
-0.224890	0.254703	0.712169	-0.359284	-0.164154	0.918677
-0.359284	-0.164154	0.918677	0.405789	-0.690490	-0.821011
0.405789	-0.690490	-0.821011	0.085034	-0.420735	0.645089
0.085034	-0.420735	0.645089	-0.051636	-0.941195	-0.333894
-0.051636	-0.941195	-0.333894	-0.003865	0.992108	0.789913
-0.003865	0.992108	0.789913	-0.028775	-0.019428	0.596243
-0.028775	-0.019428	0.596243	0.248834	0.954930	-0.161836
0.248834	0.954930	-0.161836	0.592326	0.211285	-0.633294
0.592326	0.211285	-0.633294	0.194191	0.553479	0.171696
0.194191	0.553479	0.171696	-0.824640	0.560605	-0.075430
-0.824640	0.560605	-0.075430	-0.347530	0.138192	-0.914219
-0.347530	0.138192	-0.914219	-0.529934	0.449331	0.456913
-0.529934	0.449331	0.456913	-0.805223	0.469268	0.362497
-0.805223	0.469268	0.362497	0.904509	-0.164764	0.393159
0.904509	-0.164764	0.393159	0.106556	-0.039749	0.738247
0.106556	-0.039749	0.738247	0.539780	-0.269302	0.797568
0.539780	-0.269302	0.797568	-0.769363	-0.591181	0.242526
-0.769363	-0.591181	0.242526	-0.351349	0.059936	0.205785
-0.351349	0.059936	0.205785	-0.402785	-0.780776	0.477653
-0.402785	-0.780776	0.477653	0.363565	0.642619	0.904679
0.363565	0.642619	0.904679	0.255869	0.116290	0.321988
0.255869	0.116290	0.321988	0.791862	0.530927	0.301781
0.791862	0.530927	0.301781	0.215452	-0.748048	-0.639379
0.215452	-0.748048	-0.639379	-0.291698	0.191207	0.209495
-0.291698	0.191207	0.209495	-0.131179	-0.823266	0.552291
-0.131179	-0.823266	0.552291	-0.878801	0.451448	-0.028930
-0.878801	0.451448	-0.028930	-0.144006	0.101284	0.226384
-0.144006	0.101284	0.226384	-0.910560	0.221805	0.348832
-0.910560	0.221805	0.348832	-0.785202	-0.165565	0.325088
-0.785202	-0.165565	0.325088	0.605453	-0.046448	0.416950
0.605453	-0.046448	0.416950	0.678809	-0.580461	-0.449760
0.678809	-0.580461	-0.449760	-0.075271	0.431282	0.887192
-0.075271	0.431282	0.887192	-0.036705	0.536889	0.566566
-0.036705	0.536889	0.566566	-0.380936	0.492255	0.782671
-0.380936	0.492255	0.782671	0.266538	-0.509276	0.827134
0.266538	-0.509276	0.827134	-0.041518	0.353066	0.549541
-0.041518	0.353066	0.549541	-0.384759	0.888051	-0.251648
-0.384759	0.888051	-0.251648	0.382090	0.266948	0.921329
0.382090	0.266948	0.921329	-0.039817	0.242442	0.629771
-0.039817	0.242442	0.629771	-0.058716	0.608904	0.791068
-0.058716	0.608904	0.791068	-0.085311	-0.805160	-0.596096
-0.085311	-0.805160	-0.596096	-0.016815	0.018448	0.300823
-0.016815	0.018448	0.300823	-0.085285	-0.412327	-0.907035
-0.085285	-0.412327	-0.907035	-0.542339	0.567408	0.008577
-0.542339	0.567408	0.008577	-0.030264	0.027171	0.667076
-0.030264	0.027171	0.667076	-0.364017	0.755958	-0.544077
-0.364017	0.755958	-0.544077	-0.620198	-0.428906	0.385540
-0.620198	-0.428906	0.385540	-0.206963	0.037564	0.020756
-0.206963	0.037564	0.020756	-0.793103	0.260507	-0.550566
-0.793103	0.260507	-0.550566	-0.310158	-0.592857	0.615291
-0.310158	-0.592857	0.615291	-0.006742	-0.158900	0.160768
-0.006742	-0.158900	0.160768	0.222426	-0.959112	0.175019
0.222426	-0.959112	0.175019	-0.849629	-0.269564	0.491431
-0.849629	-0.269564	0.491431	-0.064988	0.472221	0.341704
-0.064988	0.472221	0.341704	0.085716	0.959865	-0.267042
0.085716	0.959865	-0.267042	0.474509	-0.705403	-0.508100
0.474509	-0.705403	-0.508100	0.587633	-0.015787	0.351973
0.587633	-0.015787	0.351973	0.935540	-0.304206	0.179511
0.935540	-0.304206	0.179511	-0.810026	-0.479070	0.336533
-0.810026	-0.479070	0.336533	0.074487	0.334091	0.064978
0.074487	0.334091	0.064978	-0.880549	0.121196	-0.458198
-0.880549	0.121196	-0.458198	-0.051850	1.011737	-0.119086
-0.051850	1.011737	-0.119086	0.271010	-0.128168	0.438130
0.271010	-0.128168	0.438130	-0.235224	0.762775	-0.602365
-0.235224	0.762775	-0.602365	0.633522	0.778994	-0.170853
0.633522	0.778994	-0.170853	0.140246	-0.005614	0.218971
0.140246	-0.005614	0.218971	0.722390	0.019895	0.691199
0.722390	0.019895	0.691199	0.147714	-0.892414	0.259798
0.147714	-0.892414	0.259798	-0.139806	0.129695	0.072282
-0.139806	0.129695	0.072282	-0.706195	0.632034	-0.319094
-0.706195	0.632034	-0.319094	0.800014	0.531192	0.274112
0.800014	0.531192	0.274112	-0.001651	-0.141136	0.519072
-0.001651	-0.141136	0.519072	-0.017473	-0.637997	-0.769841
-0.017473	-0.637997	-0.769841	0.413791	-0.703350	0.578077
0.413791	-0.703350	0.578077	-0.157714	-0.041247	0.817222
-0.157714	-0.041247	0.817222	-0.834420	-0.041169	0.549589
-0.834420	-0.041169	0.549589	0.443647	0.700869	0.618273
0.443647	0.700869	0.618273	0.070366	0.263482	0.530259
0.070366	0.263482	0.530259	-0.219393	0.975583	0.010260
-0.219393	0.975583	0.010260	0.324525	-0.850612	0.375710
0.324525	-0.850612	0.375710	0.070546	-0.081424	0.270629
0.070546	-0.081424	0.270629	0.172400	-0.831603	0.527934
0.172400	-0.831603	0.527934	0.810966	0.386508	-0.174553
0.810966	0.386508	-0.174553	-0.191344	0.069966	0.362121
-0.191344	0.069966	0.362121	-0.542832	-0.158721	0.824707
-0.542832	-0.158721	0.824707	-0.133469	-0.192209	0.970399
-0.133469	-0.192209	0.970399	0.180791	0.026165	0.246789
0.180791	0.026165	0.246789	0.927607	-0.207819	0.310413
0.927607	-0.207819	0.310413	-0.015754	0.069121	0.853718
-0.015754	0.069121	0.853718	-0.189482	-0.575055	0.687305
-0.189482	-0.575055	0.687305	-0.329767	-0.579296	0.745433
-0.329767	-0.579296	0.745433	0.280245	-0.505987	-0.397499
0.280245	-0.505987	-0.397499	-0.526813	0.106281	0.383789
-0.526813	0.106281	0.383789	-0.020560	-0.727863	0.685414
-0.020560	-0.727863	0.685414	-0.387871	-0.909074	0.233975
-0.387871	-0.909074	0.233975	0.115621	0.334814	0.375560
0.115621	0.334814	0.375560	0.835460	0.532098	-0.137396
0.835460	0.532098	-0.137396	-0.313724	-0.806551	-0.510373
-0.313724	-0.806551	-0.510373	0.219226	-0.002263	0.627776
0.219226	-0.002263	0.627776	0.926970	0.032237	0.373749
0.926970	0.032237	0.373749	0.138647	-0.760795	0.652459
0.138647	-0.760795	0.652459	0.051020	0.178412	0.081538
0.051020	0.178412	0.081538	0.074378	0.495111	-0.865640
0.074378	0.495111	-0.865640	0.603616	0.954989	-0.383281
0.603616	0.954989	-0.383281	0.073383	0.047271	0.669749
0.073383	0.047271	0.669749	0.520091	0.418873	0.744346
0.520091	0.418873	0.744346	-0.911224	0.369427	0.113326
-0.911224	0.369427	0.113326	0.380826	0.015852	0.230814
0.380826	0.015852	0.230814	0.370763	-0.480210	-0.794942
0.370763	-0.480210	-0.794942	0.380388	0.087859	0.922755
0.380388	0.087859	0.922755	0.154932	0.452027	0.063226
0.154932	0.452027	0.063226	0.155646	0.723083	-0.672997
0.155646	0.723083	-0.672997	-0.299366	-0.944674	-0.889082
-0.299366	-0.944674	-0.889082	-0.197552	0.060825	0.722056
-0.197552	0.060825	0.722056	-0.952389	-0.284511	-0.109588
-0.952389	-0.284511	-0.109588	0.648548	-0.292763	0.696858
0.648548	-0.292763	0.696858	-0.041461	0.112958	0.863492
-0.041461	0.112958	0.863492	-0.275895	0.381358	0.882297
-0.275895	0.381358	0.882297	0.261878	-0.620013	-0.629279
0.261878	-0.620013	-0.629279	-0.550479	0.193378	0.173716
-0.550479	0.193378	0.173716	0.025743	0.916371	0.399502
0.025743	0.916371	0.399502	-0.394098	0.427647	0.785715
-0.394098	0.427647	0.785715	0.150904	0.060198	0.002461
0.150904	0.060198	0.002461	0.770515	0.166268	-0.615355
0.770515	0.166268	-0.615355	-0.052980	-0.370311	-0.927542
-0.052980	-0.370311	-0.927542	0.171492	-0.123654	0.568279
0.171492	-0.123654	0.568279	-0.467515	-0.549629	-0.692342
-0.467515	-0.549629	-0.692342	0.521291	-0.515941	0.644526
0.521291	-0.515941	0.644526	-0.195490	-0.116144	0.481341
-0.195490	-0.116144	0.481341	0.650078	0.318741	-0.689784
0.650078	0.318741	-0.689784	0.898547	-0.074001	0.408683
0.898547	-0.074001	0.408683	0.203442	0.159147	0.290507
0.203442	0.159147	0.290507	0.870040	0.462066	0.171832
0.870040	0.462066	0.171832	-0.942958	-0.182488	0.244130
-0.942958	-0.182488	0.244130	0.140817	0.133774	0.145863
0.140817	0.133774	0.145863	-0.418401	-0.024706	-0.907926
-0.418401	-0.024706	-0.907926	0.947401	0.229297	-0.105684
0.947401	0.229297	-0.105684	0.206127	-0.212515	0.448958
0.206127	-0.212515	0.448958	-0.448904	0.500546	-0.740229
-0.448904	0.500546	-0.740229	-0.776740	-0.195196	0.588120
-0.776740	-0.195196	0.588120	-0.195914	0.272165	0.822708
-0.195914	0.272165	0.822708	0.226893	0.284599	0.931409
0.226893	0.284599	0.931409	-0.556755	-0.797976	-0.230109
-0.556755	-0.797976	-0.230109	0.217185	-0.162850	0.810686
0.217185	-0.162850	0.810686	0.101570	-0.513638	0.851974
0.101570	-0.513638	0.851974	-0.239164	-0.731725	0.771157
-0.239164	-0.731725	0.771157	0.132872	0.100519	0.498780
0.132872	0.100519	0.498780	-0.198117	-0.940720	-0.275311
-0.198117	-0.940720	-0.275311	-0.768144	0.590257	0.639393
-0.768144	0.590257	0.639393	0.080041	-0.036200	0.306681
0.080041	-0.036200	0.306681	0.611900	-0.262815	0.745993
0.611900	-0.262815	0.745993	0.957521	0.291905	-0.097660
0.957521	0.291905	-0.097660	-0.309414	0.085981	0.722576
-0.309414	0.085981	0.722576	-0.805034	0.379244	0.456173
-0.805034	0.379244	0.456173	-0.260895	0.727988	-0.746697
-0.260895	0.727988	-0.746697	-0.029451	0.059339	0.403116
-0.029451	0.059339	0.403116	-0.124071	-0.973450	0.192358
-0.124071	-0.973450	0.192358	-0.590185	0.605576	-0.543138
-0.590185	0.605576	-0.543138	-0.077476	0.096820	0.212563
-0.077476	0.096820	0.212563	0.264969	-0.739857	0.618387
0.264969	-0.739857	0.618387	0.676611	-0.724744	0.390354
0.676611	-0.724744	0.390354	-0.238515	-0.028251	0.644477
-0.238515	-0.028251	0.644477	-0.831976	-0.241911	-0.499294
-0.831976	-0.241911	-0.499294	0.244702	-0.222359	-0.217376
0.244702	-0.222359	-0.217376	-0.102198	0.110642	0.179362
-0.102198	0.110642	0.179362	-0.625002	0.598719	0.500907
-0.625002	0.598719	0.500907	0.348424	-0.594144	-0.508557
0.348424	-0.594144	-0.508557	0.404269	0.260297	0.501224
0.404269	0.260297	0.501224	0.955570	-0.084586	0.282369
0.955570	-0.084586	0.282369	0.045465	-0.682788	0.712043
0.045465	-0.682788	0.712043	-0.377840	-0.506753	0.609969
-0.377840	-0.506753	0.609969	-0.303353	-0.913324	0.271693
-0.303353	-0.913324	0.271693	-0.559902	0.363190	-0.667242
-0.559902	0.363190	-0.667242	-0.070766	-0.091128	0.308374
-0.070766	-0.091128	0.308374	-0.377282	-0.903901	-0.201545
-0.377282	-0.903901	-0.201545	0.968063	0.121536	0.161711
